id,product_id,ingredients,nutritional_info,usage_instructions,warnings,allergens,usage_tips,medical_disclaimer,legal_regulation,created_at,updated_at,product_slug
111,3670,"Ingredientes: Cayela Molida*.
*=de agricultura ecológica.",,Consumir según preferencia o según las indicaciones del envase.,Revisar ingredientes y alérgenos en la etiqueta antes de consumir.,No especificado por el fabricante. Revisar siempre la etiqueta antes de consumir.,Usar como parte de una alimentación variada y equilibrada.,,"Producto alimentario. Revisar siempre el etiquetado del fabricante, ingredientes, alérgenos, lote, fecha de consumo preferente y condiciones de conservación.",2026-07-10 10:20:46.184139+00,2026-07-10 11:57:45.585773+00,cayena-en-polvo-molida-35-g
112,2696,"Pimienta Negra* en Grano.
(*) Procedente de Agricultura Ecológica",,Usar el molinillo para añadir pimienta recién molida a tus alimentos según preferencia.,Revisar ingredientes y alérgenos en la etiqueta antes de consumir.,No especificado por el fabricante. Revisar siempre la etiqueta antes de consumir.,"Ideal para condimentar carnes, ensaladas, salsas y platos variados.",,"Producto alimentario. Revisar siempre el etiquetado del fabricante, ingredientes, alérgenos, lote, fecha de consumo preferente y condiciones de conservación.",2026-07-10 10:20:53.926155+00,2026-08-06 12:15:14.104779+00,molinillo-de-pimienta-en-grano-85-g
113,3010,"Ingredientes: Eritritol
(*) Procedente de cultura ecológica",,Modo de uso: emplear como endulzante para bebidas como el café o té,Revisar ingredientes y alérgenos en la etiqueta antes de consumir.,,,,,2026-07-10 10:21:00.751858+00,2026-07-10 10:48:26.796342+00,eritritol-500-g
114,2181,Trigo sarraceno integral* y sal marina.,,,Puede contener trazas de soja,No especificado por el fabricante. Revisar siempre la etiqueta antes de consumir.,Usar como parte de una alimentación variada y equilibrada.,,,2026-07-10 10:21:06.342448+00,2026-07-13 18:09:00.653221+00,tortitas-de-sarraceno-100-g
115,3337,cebolla ecologica granulada,,,,,"Ideal para sofritos, ensaladas y guisos.",,,2026-07-10 10:21:12.047164+00,2026-07-10 11:24:35.91091+00,cebolla-granulada-30-g
116,3105,"curcuma, cilantro, comino ,pimienta negra, canela, nuez moscada ,pimenton dulce ,jengibre, pimienta blanca.",,"Utilizar en guisos, carnes y platos exóticos para aportar sabor y aroma característico.",,,"Combina bien con carnes, arroces y verduras al estilo marroquí.",,,2026-07-10 10:21:18.4761+00,2026-07-10 11:37:15.933276+00,especias-de-ras-el-hanout-25-g
117,3673,"Ingredientes: Cayena Fruto*.
*=de agricultura ecológica.",,Agregar al gusto en comidas para aportar picante y sabor.,,,"Ideal para sazonar guisos, salsas y platos que requieren un toque picante.",,,2026-07-10 10:21:29.275232+00,2026-07-10 11:42:07.421783+00,cayena-frutos-15-g
118,3250,Ingredientes: Pimienta de Jamaica,,Utilizar como especia para condimentar platos al gusto.,,,"Combina bien con guisos, salsas y postres para un toque aromático.",,,2026-07-10 10:21:36.065787+00,2026-07-10 11:43:59.033659+00,pimienta-de-jamaica-25-g
119,2373,Ingredientes: Canela Molida.,,"Se utiliza molida o en rama, para aromatizar dulces y conservas de fruta, sobre todo en repostería, aunque también se utiliza en recetas de carne.",Revisar ingredientes y alérgenos en la etiqueta antes de consumir.,No especificado por el fabricante. Revisar siempre la etiqueta antes de consumir.,Combina bien con productos de repostería y bebidas calientes como café o infusiones.,,,2026-07-10 10:21:43.54809+00,2026-07-14 16:54:32.413656+00,canela-molida-70-g
120,2164,,,"Usar según necesidad para aromatizar infusiones, postres y platos culinarios.",Puede existir riesgo de trazas por manipulación a granel. Consultar alérgenos antes de consumir.,"Puede contener trazas de mostaza soja, sésamo y futos de cáscara.",,,,2026-07-10 10:21:49.383356+00,2026-07-10 11:53:33.049335+00,canela-en-rama-4-uds
121,3499,,,,Puede existir riesgo de trazas por manipulación a granel. Consultar alérgenos antes de consumir.,"

",Combina bien con verduras y especias para mejorar su sabor.,,,2026-07-10 10:21:55.239585+00,2026-07-10 12:01:35.482999+00,sopa-de-s-mola-con-verdura-250-g
122,3425,,"por cada 100g: 
Valor energético: 999 kJ/240 kcal Fibra alimentaria: 27,01 g Proteínas: 7,5 g Sal: 0,68 g Grasas: 1,83 g de las cuales saturadas: 0,35 g Hidratos de carbono: 44,7 g de los cuales azúcares: 26,4 g",Verter 15-20 grs. de sopa juliana en 1 litro de agua y llevar a ebullición. Dejar cocer durante 15 minutos a fuego lento. Sugerencia: se puede añadir caldo concentrado o un poco de aceite y sal marina.,,"Altramuces y prod. a base de altramuces, Apio y derivados, Cacahuetes, Frutos con cáscara, Gluten, Sésamo y prod. a base de sésamo, Soja y derivados",,,,2026-07-10 10:22:00.883071+00,2026-08-05 11:23:12.122819+00,sopa-juliana-125-g-2
123,2821,,,"Añadir al gusto en guisos, carnes o mariscos para potenciar el sabor picante y aromático.",Revisar ingredientes y alérgenos en la etiqueta antes de consumir.,No especificado por el fabricante. Revisar siempre la etiqueta antes de consumir.,Combina bien con recetas de cocina asiática y platos con curry.,,"Producto alimentario. Revisar siempre el etiquetado del fabricante, ingredientes, alérgenos, lote, fecha de consumo preferente y condiciones de conservación.",2026-07-10 10:22:06.051817+00,2026-07-10 10:22:06.051817+00,red-curry-artemis-bio-28-g
124,3339,Cúrcuma molida ecológica,,,,,,,,2026-07-10 10:22:11.525386+00,2026-07-14 17:47:14.799653+00,c-rcuma-85-g
125,1129,"Zanahoria* (41%), cebolla* (41%), apio* (8%), espinacas* (8%), perejil* (2%). *Procedente de cultivo ecológico.","por cada 100gr: 
Energía: 460kj/110kcal
Proteína: 5g
Grasa: 8,2g; de las cuales saturadas: 1,5g
Hidratos de carbono: 4,5g; de los cuales azúcares: 3,2g
Fibra: 65g
Sal: 1g","Se recomienda para 1 plato, poner a hervir 1/2 litro de agua, dos cucharadas de Sopa Juliana y dejar hervir durante 25 minutos. Sazonar al gusto. También pueden prepararse deliciosas sopas añadiendo arroz, pasta de sopa, etc.",,"Contiene apio. Puede contener trazas de gluten, soja, frutos secos y sésamo.",,,,2026-07-10 10:22:18.945184+00,2026-07-11 09:09:49.02062+00,sopa-juliana-125-g
126,877,Comino molido ecológico,,,,"contiene trazas de gluten, sésamo y mostaza",,,,2026-07-10 10:22:26.334412+00,2026-07-11 09:04:42.548458+00,comino-molido-75-g
128,3320,Ajo en polvo ecológico,,,,,,,,2026-07-10 10:22:41.510891+00,2026-07-11 08:56:24.471795+00,ajo-granulado-50-g
129,3099,"Eritritol, glucósidos de esteviol (28.8%), celulosa microscristalina, croscarmelosa sódica, L-Leucina.","Valor energético 297kJ/73kcal
Hidratos de carbono 43 g
Azúcares: 0 g
Grasas 0 g
Saturadas: 0 g
Proteinas 0 g
Sal 0,5 g",Añadir según el gusto para endulzar bebidas o alimentos.,,,,,,2026-07-10 10:22:47.535863+00,2026-08-06 12:15:20.576275+00,stevia-tabletas-250-uds-50-gratis
145,2372,"Ingredientes: Canela Ceylan Molida*.
*=de agricultura ecológica.",,,,,,,,2026-07-10 12:00:43.758787+00,2026-08-06 12:16:05.248035+00,canela-ceylan-molida-25-g
155,256,,,,,"Contiene sésamo. Puede contener trazas de gluten, frutos de cáscara, cacahuete, soja y leche y sus derivados.",,,,2026-07-13 09:28:03.712195+00,2026-07-16 18:49:47.559247+00,s-samo-natural-250-g
157,250,,,,,"Puede contener trazas de gluten, frutos de cáscara, cacahuete, soja, sésamo y leche y sus derivados.",,,,2026-07-13 09:39:48.191772+00,2026-08-10 19:26:02.255676+00,semillas-de-linaza-marr-n-250-g
158,254,,,,,"Puede contener trazas de gluten, frutos de cáscara, cacahuete, soja, sésamo y leche y sus derivados.",,,,2026-07-13 09:42:26.926056+00,2026-07-16 18:50:35.866462+00,semillas-de-calabaza-250-g
159,257,,,,,"Contiene sésamo. Puede contener trazas de gluten, frutos de cáscara, cacahuete, soja y leche y sus derivados.",,,,2026-07-13 09:45:50.715942+00,2026-07-16 18:48:59.530763+00,s-samo-tostado-250-g
160,2846,,,,,"Puede contener trazas de soja, gluten, frutos secos cacahuetes y altramuces",,,,2026-07-13 09:51:53.066695+00,2026-07-13 09:51:53.066695+00,s-samo-negro-250-g
161,3174,Semillas girasol pelado,"Análisis nutricional por 100 g de producto Valor energético: 2445 kJ/584 kcal Fibra alimentaria: 8,6 g Proteínas: 20,78 g Sal: 0,20 g Grasas: 51,46 g de las cuales saturadas: 4,46 g Hidratos de carbono: 20 g de los cuales azúcares: 2,62 g.","Las semillas de girasol se pueden tomar tal cual. En la cocina se suelen emplear para añadirlas a ensaladas, en batidos, con yogur o mueslis. También para preparar salsas, en panes y dulces. Las semillas de girasol pelado se pueden tostar en la sartén con tamari Biocop y luego salar ligeramente para servir como aperitivo. También se pueden caramelizar o emplear para condimentar ensaladas.",,"Altramuces y prod. a base de altramuces, Cacahuetes, Frutos con cáscara, Gluten, Sésamo y prod. a base de sésamo, Soja y derivados",Conservar en lugar fresco y seco,,,2026-07-13 09:58:05.40057+00,2026-08-05 10:31:41.07456+00,semillas-de-girasol-250-g
162,1885,,,,,"Puede contener trazas de otros frutos secos, cacahuete, sésamo y soja.",,,,2026-07-13 10:15:37.615099+00,2026-07-16 18:44:57.960485+00,harina-de-almendra-150-g
163,569,,,,,"Puede contener trazas de otros frutos secos, cacahuete, sésamo y soja",,,,2026-07-13 10:21:08.242166+00,2026-07-14 10:32:03.435179+00,almendra-laminada-100-g
164,2974,100% hojas de laurel* molidas. *Procedente de agricultura ecológica.,,,,Puede contener trazas de frutos de cáscara y mostaza.,,,,2026-07-13 10:30:27.762838+00,2026-07-16 18:41:21.049624+00,laurel-molido-50-g
165,253,,,,,"Puede contener trazas de gluten, frutos de cáscara, cacahuete, soja, sésamo y leche y sus derivados.",,,,2026-07-13 10:36:19.061375+00,2026-07-16 18:51:06.557263+00,semillas-de-amapola-150-g
166,1960,"Sal marina, manteca de Karité*, almidón de maíz*, carne de pollo deshidratada* 6.8%,azúcar de caña integral*, aroma natural de pollo, cebolla tostada*, grasa de pollo*1%, extracto de levadura, especias* (curcuma*, pimienta*), ajo*, romero*. *De agricultura biológica.","Análisis nutricional por 100 g de producto Valor energético: 1232 kJ / 296 kcal Fibra alimentaria: 0,4 g Proteínas: 5,0 g Sal: 49,79 g Grasas: 21,9 g de las cuales saturadas: 9,5 g Hidratos de carbono: 19,5 g de los cuales azúcares: 6,9 g","Modo de utilización: añadir 1 cubito en medio litro
de agua en ebullición y remover. Diluir al gusto.
Para una ración 1/2 cubito en 250 ml de agua.",,"Apio y derivados, Gluten, Huevos y prod.a base de huevos, Leche y derivados, Mostaza y derivados, Soja y derivados",,,,2026-07-13 15:57:50.193056+00,2026-07-16 18:44:20.879803+00,caldo-de-pollo-en-pastillas-6-uds
167,1848,,,,,"Puede contener trazas de soja, frutos de cáscara y sésamo.",,,,2026-07-13 16:00:34.802651+00,2026-08-06 12:13:51.311311+00,jengibre-en-polvo-80-g
168,3432,"Semillas girasol pelado*.
*De agricultura biológica.","Análisis nutricional por 100 g de producto Valor energético: 2445 kJ/584 kcal Fibra alimentaria: 8,6 g Proteínas: 20,78 g Sal: 0,20 g Grasas: 51,46 g de las cuales saturadas: 4,46 g Hidratos de carbono: 20 g de los cuales azúcares: 2,62 g","Las semillas de girasol se pueden tomar tal cual. En la cocina se suelen emplear para añadirlas a ensaladas, en batidos, con yogur o mueslis. También para preparar salsas, en panes y dulces. Las semillas de girasol pelado se pueden tostar en la sartén con tamari Biocop y luego salar ligeramente para servir como aperitivo. También se pueden caramelizar o emplear para condimentar ensaladas.",,"Altramuces y prod. a base de altramuces, Cacahuetes, Frutos con cáscara, Gluten, Sésamo y prod. a base de sésamo, Soja y derivados",,,,2026-07-13 16:04:41.302966+00,2026-08-05 11:21:47.638045+00,pipas-de-girasol-500-g
169,1836,100% Centeno en grano*. *Procedente de cultivo ecológico.,"Información Nutricional (por 100g)

Energía: 1430KJ/342Kcal
Proteína: 12g.
Grasa: 1.6g. De las cuales saturadas: 0.2g.
Hidratos de carbono: 69g. De los cuales azúcares: 1.1
Fibra: 6.4g.
Sal: 0.1g.",,,"Contiene gluten. Puede contener trazas de soja, frutos secos, sésamo y apio.",,,,2026-07-13 16:19:00.06454+00,2026-07-16 18:45:45.844592+00,centeno-en-grano-500-g
170,3273,,,,"Puede contener traas de otros frutos, cacahuete, sésamo y soja",,,,,2026-07-13 16:22:28.209277+00,2026-08-05 11:34:15.505219+00,almedra-repelada-150-g
173,1192,"Cantidad de nutrientes por dosis diaria recomendada (5 cápsulas): Cloruro de sodio: 1750 mg, del cual sodio: 700 mg. Extracto seco de granada: 500 mg, del cual punicalaginas: 150 mg. Óxido de magnesio: 333,33 mg, del cual magnesio: 200 mg (53,33% VRN*). Extracto seco de uva: 316 mg, del cual proantocianidinas: 300 mg. NewCaff™: 301,04 mg, del cual cafeína: 234,81 mg. Spectra™: 254 mg, del cual extracto de té verde: 31,04 mg y del cual (-)-3-galato de epigalocatequina (EGCG): 12,45 mg. Extracto seco de pino: 105,26 mg, del cual proantocianidinas: 100 mg. Vitamina C: 80 mg (100% VRN*). Cafeína anhidra: 65 mg.","Entre su amplio espectro de ingredientes destaca en primer lugar la cafeína, diseñada con un perfil de liberación bifásico al contener cafeína anhidra y cafeína de liberación sostenida NewCaff™, habitual en otros pre-entrenos de alta gama de BIG®, cuya combinación asegura una liberación constante de cafeína sin picos ni bajones que afecten al rendimiento durante el entreno.

En segundo lugar, TURRBO de BIG® contiene extractos naturales de más de 30 frutas, hierbas y hortalizas, combinados para producir diversos efectos vasodilatadores y protectores de la musculatura como son:

Efecto inhibidor de la ECA (enzima convertidora de la angiotensina), responsable de la vasoconstricción de los vasos sanguíneos, gracias al porte del extracto seco de granada que nos aporta punicalaginas, capaces de aumentar y sostener en el tiempo los niveles de óxido nítrico en sangre, favoreciendo la vasodilatación.
Efecto vasodilatador directo, gracias al aporte del extracto seco de uva y la corteza de pino, fuentes concentradas de polifenoles entre los que cabe destacar por su acción vasodilatadora las proantocianidinas, que no solo aumentan significativamente el nivel de óxido nítrico en sangre, sino que mejoran sustancialmente su biodisponibilidad.
Efecto antioxidante, resultante de la combinación de extractos naturales de la novedosa patente Spectra™ capaces de inhibir la acción de radicales libres, optimizando la actividad metabólica celular durante el entrenamiento y retrasando la aparición de la fatiga.
En tercer lugar, TURRBO de BIG® contiene dos minerales en su formulación: Magnesio, esencial en la liberación de prostaciclinas con efecto vasodilatador, a la vez que actúa sinérgicamente con el resto de componentes inhibidores de la ECA; y Sodio, cuya función es la de expandir el plasma sanguíneo y actuar como voluminizador a la vez que ayuda a bloquear levemente el retorno venoso, favoreciendo la calidad y duración de las congestiones.

Por último, una pequeña cantidad de vitamina C multiplica el efecto antioxidante del resto de componentes de la novedosa formulación TURRBO de BIG®, sin llegar a afectar negativamente a las adaptaciones del entreno o a la hipertrofia muscular.",,Contiene cafeína (299.81mg/dosis) por lo que no está recomendado para niños ni mujeres embarazadas.,,,"Este suplemento está indicado para personas con un estilo de vida activo y unas expectativas definidas en cuanto a incrementar la calidad y resultado de sus entrenos. No dudes en consultar la información que publicamos en nuestra sección de blog para conocer en profundidad los efectos positivos de TURRBO. Alternativamente, puedes consultar directamente con el equipo desarrollador de este suplemento a través de sus redes sociales.",,2026-07-13 17:50:42.247006+00,2026-07-14 10:37:11.478957+00,turbo-131-g
